date,hour,day,post_type,category,traffic_source,cta,likes,comments,shares,saves,impressions,followers_gained,caption_length,hashtags
2025-05-12,3,Monday,image,Music,Reels Feed,0,100,4,3,10,2412,129,108,2
2024-11-30,22,Saturday,carousel,Technology,Hashtags,1,589,17,29,89,30054,422,124,15
2025-07-24,13,Thursday,image,Fashion,External,0,28,0,0,5,1870,130,116,9
2025-02-07,18,Friday,image,Food,Explore,0,13,0,1,1,1732,765,119,9
2025-10-22,8,Wednesday,image,Travel,Home Feed,0,107,5,5,20,9965,80,106,5
2025-04-16,12,Wednesday,image,Comedy,Explore,1,84,2,5,13,9084,779,116,8
2024-11-19,11,Tuesday,carousel,Photography,Profile,0,70,3,3,14,3066,237,103,6
2025-05-09,1,Friday,image,Lifestyle,Home Feed,0,79,3,8,16,3992,175,122,3
2025-01-01,5,Wednesday,reel,Photography,Explore,0,171,10,16,26,3631,520,108,5
2025-02-14,20,Friday,reel,Food,Profile,0,791,21,32,121,21353,168,122,3
2024-11-23,19,Saturday,image,Beauty,Hashtags,1,24,3,1,8,2549,657,112,9
2025-09-22,17,Monday,carousel,Beauty,Hashtags,0,462,10,20,71,12419,493,136,9
2025-10-19,8,Sunday,image,Travel,Hashtags,1,231,10,16,39,8296,69,116,7
2025-11-05,14,Wednesday,image,Lifestyle,Reels Feed,0,593,17,37,0,10830,922,130,7
2025-10-02,20,Thursday,carousel,Technology,Profile,0,302,7,11,47,17868,869,112,9
2025-08-13,0,Wednesday,carousel,Travel,Hashtags,1,108,2,7,16,6679,672,112,5
2025-02-12,20,Wednesday,image,Photography,Home Feed,1,325,9,11,45,11728,207,120,4
2025-05-05,6,Monday,image,Travel,Explore,0,261,8,15,39,7502,398,142,6
2025-09-03,2,Wednesday,image,Photography,Reels Feed,0,225,2,12,28,4197,619,123,10
2025-07-20,22,Sunday,image,Fashion,Hashtags,0,73,0,3,8,6253,0,117,5
2025-05-08,21,Thursday,reel,Beauty,Profile,0,308,15,20,43,5939,329,156,16
2025-11-04,6,Tuesday,carousel,Fashion,Home Feed,0,679,15,24,108,11869,487,129,10
2025-01-25,12,Saturday,image,Comedy,Home Feed,0,403,7,0,54,14477,694,117,4
2025-07-19,8,Saturday,reel,Lifestyle,Hashtags,1,267,8,12,47,5650,884,121,4
2025-09-08,1,Monday,reel,Technology,Reels Feed,1,66,1,2,11,7458,687,125,6
2024-12-09,11,Monday,carousel,Photography,External,1,62,4,4,14,3958,394,129,4
2025-10-21,1,Tuesday,image,Technology,Home Feed,0,436,11,26,61,9580,276,124,4
2025-02-21,12,Friday,carousel,Photography,Home Feed,0,105,3,5,17,9602,724,116,8
2024-12-22,0,Sunday,carousel,Food,Profile,0,208,9,14,29,22521,158,122,7
2025-05-10,17,Saturday,image,Travel,External,0,204,8,5,30,6465,199,127,7
2025-09-29,2,Monday,carousel,Comedy,Home Feed,0,324,7,17,59,6541,202,117,9
2024-12-26,6,Thursday,image,Beauty,Home Feed,0,380,14,26,54,12251,235,123,8
2025-10-05,2,Sunday,carousel,Photography,Explore,0,376,10,11,46,7357,269,111,11
2025-07-08,14,Tuesday,reel,Technology,Explore,0,985,18,43,153,36905,698,119,11
2025-08-29,11,Friday,carousel,Comedy,Home Feed,0,52,0,1,8,2667,545,132,7
2025-06-27,10,Friday,image,Fitness,Hashtags,0,297,10,23,39,5388,179,104,9
2025-04-27,12,Sunday,reel,Fitness,Hashtags,1,111,3,3,19,8786,540,122,10
2025-10-13,23,Monday,image,Fashion,Reels Feed,0,23,1,3,0,1500,266,131,10
2025-09-29,2,Monday,image,Beauty,Home Feed,1,381,9,20,52,16992,497,120,10
2025-01-02,17,Thursday,image,Food,Reels Feed,0,153,5,8,29,9708,551,113,12
2025-08-12,14,Tuesday,reel,Technology,Reels Feed,1,119,0,1,24,4982,802,132,4
2025-07-10,9,Thursday,carousel,Travel,Home Feed,0,101,3,7,14,4381,508,116,6
2025-03-13,19,Thursday,image,Travel,Home Feed,0,685,27,27,115,18245,298,128,6
2024-12-16,3,Monday,carousel,Technology,Profile,0,188,5,6,33,7690,968,131,6
2025-09-13,4,Saturday,reel,Lifestyle,Profile,0,246,8,14,30,5348,173,112,11
2025-07-10,11,Thursday,carousel,Food,Profile,1,223,9,8,30,3757,726,127,8
2025-07-12,20,Saturday,reel,Comedy,Hashtags,0,298,0,8,53,10111,386,115,5
2025-04-07,18,Monday,reel,Photography,Profile,1,131,3,4,26,13954,590,138,12
2024-11-20,15,Wednesday,image,Lifestyle,External,1,209,10,12,29,4833,369,110,6
2025-10-29,16,Wednesday,carousel,Photography,Home Feed,0,119,6,9,23,2470,422,124,7
2024-12-30,7,Monday,reel,Photography,Hashtags,0,1582,46,83,267,25932,498,117,5
2025-07-02,1,Wednesday,carousel,Lifestyle,Hashtags,0,35,1,3,7,1913,180,116,10
2025-06-21,15,Saturday,carousel,Fashion,Explore,0,71,1,5,12,3027,832,92,6
2025-06-29,14,Sunday,carousel,Fitness,Hashtags,0,672,20,22,92,12452,877,153,6
2025-05-21,10,Wednesday,carousel,Photography,Home Feed,0,423,14,13,0,9498,425,125,11
2025-10-19,4,Sunday,image,Lifestyle,Profile,1,758,23,42,123,16923,358,147,6
2025-03-25,1,Tuesday,image,Lifestyle,External,1,277,2,18,38,4653,841,129,5
2025-10-12,21,Sunday,image,Music,Hashtags,0,321,13,24,47,12845,733,131,7
2025-07-26,6,Saturday,carousel,Fashion,External,1,614,18,38,82,11651,790,134,6
2025-09-20,6,Saturday,image,Beauty,Hashtags,0,122,3,5,21,3807,748,120,9
2025-09-30,0,Tuesday,image,Music,Profile,0,226,11,7,35,20642,611,105,6
2025-03-03,16,Monday,reel,Music,External,0,184,7,17,26,6139,977,110,7
2025-11-14,23,Friday,reel,Technology,External,0,278,9,15,36,5489,608,126,4
2024-12-20,15,Friday,reel,Fitness,Hashtags,0,440,16,27,54,12289,79,146,9
2024-11-19,16,Tuesday,carousel,Lifestyle,Reels Feed,1,193,5,7,36,13641,867,122,8
2025-02-05,10,Wednesday,image,Fitness,Reels Feed,1,321,6,22,38,15752,30,136,5
2025-03-18,13,Tuesday,carousel,Food,Reels Feed,0,307,10,20,45,7277,840,94,13
2025-08-15,12,Friday,image,Technology,Profile,0,76,5,2,10,1755,961,121,8
2025-03-11,2,Tuesday,image,Beauty,Reels Feed,0,432,16,20,62,7212,447,115,7
2024-12-12,19,Thursday,reel,Fitness,Explore,1,279,0,8,38,4137,300,119,7
2024-12-16,7,Monday,image,Travel,External,1,334,8,15,56,6461,817,102,13
2025-02-03,11,Monday,carousel,Photography,Explore,0,171,7,11,20,5724,827,134,8
2025-04-01,10,Tuesday,image,Food,Reels Feed,1,249,8,15,44,5481,726,131,5
2025-01-06,11,Monday,image,Fashion,Profile,0,64,3,0,12,7691,772,122,9
2025-08-13,14,Wednesday,image,Beauty,Profile,0,75,2,5,12,5597,510,120,7
2025-08-23,20,Saturday,image,Food,Hashtags,0,526,18,31,58,8489,820,120,4
2025-09-13,3,Saturday,image,Photography,Hashtags,0,357,13,12,45,6394,859,136,8
2025-07-11,9,Friday,image,Technology,External,0,374,13,24,64,7780,974,122,6
2025-04-23,15,Wednesday,carousel,Photography,Hashtags,0,322,15,14,46,8574,408,110,9
2025-07-23,8,Wednesday,reel,Music,Explore,0,208,11,18,34,4318,362,99,9
2025-09-02,16,Tuesday,image,Photography,Home Feed,1,339,13,15,51,9774,821,112,8
2025-10-13,21,Monday,image,Music,Home Feed,0,164,7,10,16,6703,328,152,5
2025-10-31,12,Friday,image,Technology,Hashtags,0,67,3,1,11,9033,560,112,8
2025-10-04,7,Saturday,carousel,Comedy,Profile,1,43,1,2,6,5275,493,134,9
2025-10-12,22,Sunday,reel,Music,Hashtags,0,48,2,6,7,935,464,118,5
2025-06-25,7,Wednesday,image,Fashion,External,0,138,5,3,16,2707,231,122,7
2025-04-14,2,Monday,image,Photography,Hashtags,0,91,1,7,7,6402,238,126,8
2025-07-30,20,Wednesday,reel,Photography,External,1,323,0,5,51,11812,457,123,7
2025-03-31,12,Monday,image,Fashion,Hashtags,1,38,1,2,7,2649,854,140,6
2025-09-23,16,Tuesday,carousel,Travel,Reels Feed,0,520,14,33,60,47399,260,125,6
2025-06-01,15,Sunday,carousel,Lifestyle,Hashtags,1,106,2,9,15,2690,210,113,8
2025-05-18,23,Sunday,carousel,Comedy,Explore,1,689,23,48,108,24868,327,128,8
2025-05-20,1,Tuesday,carousel,Beauty,Hashtags,1,442,17,25,74,18038,160,112,7
2025-06-14,9,Saturday,image,Music,Home Feed,0,378,13,22,64,13078,299,116,9
2025-04-11,2,Friday,reel,Fashion,Reels Feed,0,166,0,15,0,7172,546,127,7
2025-04-26,1,Saturday,carousel,Technology,Profile,0,452,9,17,86,14022,227,122,12
2025-11-10,0,Monday,image,Music,Explore,0,73,3,7,10,7119,22,128,9
2025-09-13,1,Saturday,carousel,Lifestyle,Home Feed,1,64,3,2,10,5153,949,138,8
2025-10-01,1,Wednesday,image,Technology,Home Feed,0,418,14,23,60,14927,55,130,9
2025-02-10,5,Monday,image,Food,Profile,0,275,7,15,33,8037,518,118,3
2025-08-16,13,Saturday,image,Photography,Reels Feed,1,365,11,23,62,8172,128,109,5
2025-02-02,19,Sunday,image,Food,Profile,0,296,6,13,39,5802,885,90,10
2025-08-07,9,Thursday,carousel,Music,Explore,1,51,0,2,10,1757,680,110,7
2024-11-21,19,Thursday,carousel,Lifestyle,External,0,344,12,23,55,10588,827,126,7
2025-07-04,0,Friday,carousel,Comedy,Hashtags,1,108,1,7,21,2808,696,114,8
2025-09-07,12,Sunday,image,Music,Reels Feed,0,184,3,6,31,14753,490,110,7
2025-01-24,15,Friday,image,Fashion,Home Feed,1,109,4,8,20,9171,143,117,9
2025-05-23,1,Friday,image,Fitness,Reels Feed,0,301,14,16,47,10096,466,130,12
2024-11-25,13,Monday,image,Music,Home Feed,0,191,4,7,32,5822,548,138,10
2025-05-07,18,Wednesday,carousel,Photography,Home Feed,0,227,0,13,38,5381,933,105,8
2025-10-08,11,Wednesday,carousel,Photography,Reels Feed,0,464,12,28,0,7054,507,108,9
2025-07-28,15,Monday,image,Music,Hashtags,0,476,8,23,68,10718,755,111,6
2025-08-03,8,Sunday,carousel,Technology,Profile,1,88,4,5,17,4691,176,99,9
2025-03-30,10,Sunday,carousel,Fitness,Profile,0,401,9,20,73,5948,646,109,5
2025-09-03,20,Wednesday,image,Fashion,Explore,1,382,9,17,50,7604,35,113,5
2025-07-21,11,Monday,reel,Music,Hashtags,0,133,3,5,12,6631,388,127,8
2025-11-15,3,Saturday,image,Technology,Explore,1,254,9,16,54,7510,334,136,8
2025-11-08,18,Saturday,carousel,Photography,Home Feed,1,43,2,3,10,4430,861,116,10
2025-05-06,9,Tuesday,reel,Photography,Home Feed,0,78,0,2,12,1812,838,139,8
2025-04-16,14,Wednesday,image,Lifestyle,Explore,1,190,5,14,38,6283,112,119,12
2025-01-08,16,Wednesday,image,Music,Home Feed,0,303,10,16,47,5520,676,105,7
2024-11-28,11,Thursday,carousel,Fitness,Profile,1,249,6,27,39,2486,267,105,11
2025-07-26,0,Saturday,carousel,Travel,Hashtags,0,155,4,3,28,3953,119,119,6
2025-07-03,15,Thursday,image,Fitness,Hashtags,0,549,21,27,78,4520,786,117,8
2025-03-18,7,Tuesday,image,Photography,Explore,0,890,21,51,131,23516,839,121,4
2025-07-07,18,Monday,image,Photography,Home Feed,1,178,11,0,22,7686,338,119,3
2025-09-05,8,Friday,carousel,Food,Reels Feed,1,147,6,8,16,3219,499,122,15
2025-07-16,23,Wednesday,reel,Photography,Hashtags,0,584,0,30,63,13402,341,104,9
2025-06-17,10,Tuesday,reel,Fashion,Profile,0,44,3,1,8,2605,65,114,12
2025-03-26,16,Wednesday,reel,Beauty,Profile,1,71,3,5,12,5287,186,118,10
2025-01-12,21,Sunday,image,Music,Reels Feed,0,358,13,6,51,11202,253,107,7
2024-12-03,8,Tuesday,carousel,Fitness,Profile,0,1334,45,0,216,28795,6,117,9
2025-01-03,19,Friday,reel,Beauty,Profile,0,253,11,12,47,3753,82,122,9
2025-01-17,10,Friday,reel,Technology,Explore,1,350,8,15,55,21284,362,115,14
2025-03-05,8,Wednesday,image,Travel,Home Feed,0,147,3,4,20,14624,788,112,4
2024-12-04,1,Wednesday,image,Fashion,Home Feed,1,583,25,35,84,15255,158,116,3
2025-04-07,8,Monday,image,Fitness,Hashtags,0,37,1,0,4,1787,606,102,12
2025-11-02,10,Sunday,image,Beauty,Reels Feed,1,453,18,21,79,7079,607,105,10
2025-07-25,0,Friday,reel,Travel,Profile,0,33,0,1,2,2907,18,115,8
2025-06-12,19,Thursday,carousel,Food,Explore,0,71,2,3,11,2999,877,117,9
2025-08-14,4,Thursday,carousel,Fashion,External,0,825,23,34,107,11731,900,134,9
2025-07-28,17,Monday,reel,Fashion,Home Feed,0,827,26,33,126,13324,35,127,9
2025-10-22,21,Wednesday,reel,Food,Home Feed,1,115,4,6,19,1631,94,113,6
2024-12-26,7,Thursday,image,Music,Hashtags,0,438,16,24,68,8972,847,124,9
2025-02-27,17,Thursday,image,Food,Explore,0,120,5,6,19,6413,331,116,7
2024-12-02,8,Monday,image,Fashion,Explore,0,311,14,15,38,6863,919,108,8
2025-01-16,1,Thursday,reel,Fashion,Profile,0,140,5,5,14,3006,593,123,5
2025-07-09,16,Wednesday,image,Beauty,Home Feed,1,147,2,9,29,3442,719,118,8
2025-07-15,10,Tuesday,image,Photography,External,1,1419,41,67,210,33715,923,117,7
2025-08-02,13,Saturday,carousel,Travel,External,1,713,26,31,102,10541,509,125,11
2025-08-14,5,Thursday,carousel,Food,Reels Feed,1,90,2,5,15,1991,505,122,4
2025-05-04,4,Sunday,reel,Travel,Home Feed,0,0,5,9,29,3985,868,138,5
2025-06-23,11,Monday,image,Food,Home Feed,0,172,2,10,24,4935,430,121,13
2025-11-13,11,Thursday,carousel,Technology,Reels Feed,0,425,12,18,54,12863,60,132,2
2025-10-10,9,Friday,reel,Fashion,External,0,168,8,7,24,5887,119,117,8
2025-07-20,2,Sunday,reel,Photography,Profile,0,209,7,0,29,3540,10,119,5
2025-03-14,18,Friday,image,Beauty,Home Feed,1,422,14,27,50,11152,743,127,7
2025-05-26,23,Monday,reel,Photography,Profile,1,134,4,12,21,2372,436,114,8
2025-05-17,19,Saturday,reel,Photography,Home Feed,0,100,3,5,18,4951,803,128,11
2025-08-08,16,Friday,image,Photography,Reels Feed,1,426,9,19,74,15358,242,120,8
2025-09-08,14,Monday,image,Travel,Explore,1,989,32,53,161,18555,448,110,4
2025-02-28,3,Friday,reel,Food,Profile,0,69,3,3,10,4055,588,110,7
2025-11-19,5,Wednesday,carousel,Comedy,Explore,0,16,0,0,3,866,365,122,10
2025-06-30,1,Monday,image,Technology,Reels Feed,1,70,0,5,12,1640,905,140,5
2025-09-07,11,Sunday,reel,Fitness,Profile,0,679,24,44,91,14743,716,119,13
2025-08-09,15,Saturday,reel,Photography,Explore,0,181,8,2,0,3436,784,113,8
2025-06-30,6,Monday,carousel,Music,Reels Feed,0,111,3,5,17,5382,228,123,7
2025-05-19,16,Monday,reel,Travel,Reels Feed,0,302,10,9,38,10633,360,124,7
2025-09-26,13,Friday,carousel,Beauty,Profile,1,681,19,36,98,12977,816,111,9
2025-07-07,8,Monday,carousel,Fitness,Hashtags,0,471,20,18,72,8766,76,140,6
2025-10-15,12,Wednesday,carousel,Comedy,Explore,0,155,5,7,32,7391,489,120,9
2025-08-07,17,Thursday,carousel,Music,Reels Feed,0,0,5,9,35,7624,544,123,13
2025-02-03,11,Monday,image,Comedy,External,0,267,7,10,0,5934,664,126,10
2025-05-12,12,Monday,carousel,Fitness,External,0,207,6,10,37,5405,147,114,6
2025-05-31,15,Saturday,image,Photography,Explore,0,142,0,5,27,8697,461,127,5
2025-06-03,16,Tuesday,image,Music,Home Feed,0,192,9,11,0,5921,759,112,6
2025-05-18,19,Sunday,image,Comedy,Hashtags,1,335,9,18,58,7650,328,115,9
2025-06-15,20,Sunday,carousel,Beauty,Reels Feed,0,166,3,12,24,8665,738,133,8
2024-11-19,23,Tuesday,reel,Food,Home Feed,1,153,10,8,26,3916,539,135,8
2025-11-17,10,Monday,reel,Fashion,External,0,171,7,7,26,4947,114,105,5
2025-01-09,4,Thursday,reel,Food,External,1,0,5,8,36,5974,26,125,10
2025-07-01,14,Tuesday,image,Fitness,Profile,0,107,1,2,18,5453,464,105,5
2024-12-30,0,Monday,reel,Travel,Home Feed,0,265,12,17,38,6975,494,115,10
2025-09-02,16,Tuesday,image,Fashion,Profile,0,516,14,23,87,14103,557,122,6
2024-12-07,17,Saturday,reel,Technology,Home Feed,0,227,9,15,39,3974,710,130,6
2025-02-23,8,Sunday,image,Beauty,Explore,0,236,11,7,38,11206,475,109,12
2025-05-22,16,Thursday,image,Technology,External,1,372,7,17,48,11531,276,141,12
2024-12-31,2,Tuesday,image,Music,Hashtags,1,538,18,24,93,19414,266,143,6
2025-07-20,7,Sunday,reel,Fashion,External,0,167,5,6,25,4475,843,115,10
2025-07-09,10,Wednesday,carousel,Technology,Profile,0,45,0,1,4,1961,410,91,7
2025-07-10,16,Thursday,image,Technology,Home Feed,0,86,0,4,12,3204,185,135,10
2025-03-15,15,Saturday,image,Comedy,External,0,29,0,0,0,2023,13,131,10
2025-10-25,19,Saturday,carousel,Food,Home Feed,0,238,9,9,0,7121,162,130,12
2025-07-04,23,Friday,image,Comedy,Profile,0,0,7,12,23,3448,339,112,10
2025-08-23,13,Saturday,image,Fashion,Reels Feed,0,46,4,4,7,4579,28,110,14
2025-05-11,21,Sunday,carousel,Fashion,Hashtags,1,163,4,6,27,4645,850,101,11
2025-04-29,21,Tuesday,image,Fitness,External,1,954,25,65,138,20625,804,118,7
2025-04-27,16,Sunday,image,Comedy,External,1,817,25,39,126,21479,168,126,7
2024-12-29,6,Sunday,carousel,Lifestyle,Reels Feed,1,144,6,3,21,4611,645,119,7
2025-09-05,10,Friday,carousel,Food,Profile,0,322,12,15,53,10400,592,124,9
2024-12-14,16,Saturday,image,Fashion,External,1,75,1,3,15,8068,102,95,8
2025-01-29,12,Wednesday,image,Fitness,Hashtags,0,87,2,5,14,4778,796,126,12
2025-09-27,18,Saturday,reel,Comedy,Hashtags,0,205,9,9,29,4158,617,129,6
2024-11-28,16,Thursday,image,Food,Explore,0,260,13,5,29,5438,110,109,10
2024-12-12,10,Thursday,carousel,Comedy,Hashtags,0,73,4,2,12,8389,756,107,10
2025-01-16,23,Thursday,image,Technology,External,0,302,10,18,41,6565,494,122,5
2025-08-17,3,Sunday,carousel,Fitness,Explore,1,138,6,10,17,7086,871,116,10
2025-03-09,15,Sunday,reel,Food,External,1,91,3,7,0,1620,810,149,10
2025-02-01,20,Saturday,carousel,Photography,Explore,0,103,1,9,14,8246,298,114,11
2025-03-11,0,Tuesday,reel,Music,Home Feed,1,954,24,45,126,9691,810,120,9
2025-02-01,12,Saturday,carousel,Music,Reels Feed,0,80,2,7,10,2826,804,110,7
2025-01-14,16,Tuesday,carousel,Food,Profile,0,302,8,11,41,4882,197,118,8
2025-06-11,14,Wednesday,image,Comedy,Explore,0,111,5,7,15,5293,487,112,6
2025-03-17,9,Monday,image,Fitness,Explore,0,192,11,9,32,4827,234,118,11
2025-02-04,0,Tuesday,reel,Music,Explore,1,256,5,12,32,6148,390,119,9
2025-06-03,14,Tuesday,carousel,Fitness,Home Feed,1,225,6,10,42,15064,697,128,12
2025-11-05,10,Wednesday,image,Music,Profile,1,228,5,11,27,3511,183,116,8
2025-03-06,12,Thursday,image,Technology,Profile,0,119,7,3,17,6002,92,128,6
2025-07-21,2,Monday,reel,Comedy,Profile,0,365,8,22,42,15617,306,127,4
2025-08-03,21,Sunday,image,Technology,Explore,0,118,3,7,8,4102,776,118,5
2025-08-10,20,Sunday,carousel,Music,Reels Feed,0,169,10,5,29,4819,990,129,11
2025-03-20,15,Thursday,reel,Photography,Home Feed,1,621,14,34,101,16288,968,120,16
2024-11-21,13,Thursday,reel,Photography,Explore,0,796,18,27,135,12099,107,102,5
2025-05-14,10,Wednesday,reel,Technology,Profile,0,201,0,11,24,5899,337,122,14
2025-03-25,9,Tuesday,reel,Photography,Reels Feed,0,190,3,11,30,4488,716,124,11
2025-05-19,12,Monday,image,Music,Explore,0,935,23,52,127,17424,291,107,4
2025-05-27,6,Tuesday,carousel,Food,Hashtags,0,104,2,5,11,4223,599,107,13
2025-01-25,16,Saturday,carousel,Technology,Explore,1,365,9,27,71,15439,977,127,4
2025-02-20,23,Thursday,reel,Travel,Reels Feed,1,296,8,13,34,15014,286,136,9
2025-11-08,15,Saturday,carousel,Comedy,Profile,1,113,3,5,24,6211,592,122,7
2025-02-20,4,Thursday,carousel,Photography,External,0,134,4,6,22,8195,516,105,6
2025-01-07,5,Tuesday,reel,Photography,Explore,0,2472,81,99,312,14558,695,120,6
2024-12-08,1,Sunday,reel,Fashion,Hashtags,0,58,0,2,5,3268,865,136,7
2025-08-29,2,Friday,carousel,Lifestyle,Reels Feed,1,60,4,2,12,1010,509,131,5
2025-03-17,20,Monday,carousel,Technology,Hashtags,1,289,3,13,43,5891,952,141,8
2025-10-02,9,Thursday,carousel,Beauty,Explore,0,203,5,9,23,3913,945,120,14
2025-06-17,23,Tuesday,reel,Photography,Profile,1,289,10,20,47,19225,470,136,4
2025-06-22,15,Sunday,carousel,Comedy,Home Feed,0,53,0,2,7,5803,628,106,7
2025-02-14,0,Friday,image,Travel,Home Feed,0,409,16,17,60,13534,96,108,9
2025-03-22,19,Saturday,image,Photography,Hashtags,1,78,5,1,4,5240,237,126,10
2025-05-17,20,Saturday,image,Travel,Reels Feed,0,78,2,0,16,4013,356,145,10
2025-01-26,21,Sunday,carousel,Music,Home Feed,1,61,1,0,11,1390,393,111,9
2025-04-17,2,Thursday,carousel,Music,Reels Feed,1,345,6,16,47,5434,502,113,2
2025-01-07,3,Tuesday,image,Lifestyle,Profile,1,223,6,16,25,8964,106,119,11
2024-11-21,18,Thursday,carousel,Food,Hashtags,0,495,12,21,68,11672,22,118,8
2025-01-13,3,Monday,carousel,Beauty,Profile,0,159,1,5,27,7759,825,132,5
2025-08-16,6,Saturday,image,Fashion,Home Feed,0,182,8,8,27,7881,532,136,9
2025-01-09,8,Thursday,reel,Lifestyle,Explore,1,477,19,17,93,22440,263,117,8
2025-09-27,20,Saturday,carousel,Fitness,Hashtags,0,176,9,12,27,4637,948,133,7
2025-05-25,21,Sunday,carousel,Fashion,Reels Feed,0,442,11,18,66,14907,721,121,6
2025-01-08,19,Wednesday,carousel,Technology,Home Feed,1,136,3,5,20,9065,763,121,9
2025-05-13,6,Tuesday,carousel,Comedy,Profile,0,234,0,9,34,6568,757,130,4
2025-07-31,2,Thursday,image,Fitness,Profile,0,424,9,25,72,16500,859,126,9
2025-11-05,4,Wednesday,image,Fitness,External,1,74,2,8,13,8061,171,130,5
2025-08-13,3,Wednesday,carousel,Lifestyle,Profile,0,149,4,6,18,3724,772,114,10
2025-05-30,10,Friday,reel,Food,Home Feed,1,139,5,4,16,5033,863,136,9
2025-11-13,9,Thursday,carousel,Lifestyle,Home Feed,0,281,7,10,32,4473,470,130,7
2025-07-01,13,Tuesday,reel,Technology,Hashtags,0,0,5,6,11,3081,539,125,4
2025-07-07,20,Monday,carousel,Photography,Reels Feed,0,167,2,7,26,3615,18,124,8
2025-08-05,16,Tuesday,image,Photography,Explore,1,57,3,3,9,5183,515,118,12
2025-05-30,1,Friday,carousel,Food,Explore,0,81,2,3,17,3835,556,121,13
2025-05-03,9,Saturday,carousel,Technology,Reels Feed,1,865,29,51,128,15524,950,129,5
2025-11-12,6,Wednesday,image,Food,Profile,0,234,10,11,46,5997,487,131,6
2024-12-06,2,Friday,image,Travel,Hashtags,0,32,2,2,4,1455,630,133,3
2025-09-29,0,Monday,reel,Photography,Reels Feed,1,180,6,10,24,5326,557,125,2
2025-04-21,8,Monday,carousel,Fitness,Explore,0,169,7,6,23,5559,998,139,6
2025-06-19,3,Thursday,carousel,Beauty,External,1,729,20,45,106,11093,918,117,2
2025-05-29,2,Thursday,carousel,Comedy,External,0,181,3,12,18,8776,39,104,11
2025-05-22,4,Thursday,reel,Technology,Explore,0,75,2,1,11,3517,374,122,11
2025-10-18,16,Saturday,image,Fashion,Profile,0,133,1,7,0,2861,284,120,9
2025-08-13,16,Wednesday,reel,Food,Hashtags,0,310,11,20,36,4706,561,109,5
2025-04-01,12,Tuesday,image,Comedy,Explore,1,163,0,8,24,4500,727,119,8
2025-03-23,0,Sunday,reel,Fashion,Profile,0,462,24,33,96,8141,810,118,7
2025-03-23,12,Sunday,reel,Comedy,External,0,141,4,7,19,2984,423,110,6
2025-10-03,6,Friday,image,Beauty,Home Feed,1,221,6,12,29,7657,548,125,7
2025-09-25,11,Thursday,image,Fashion,Home Feed,1,374,7,20,74,7940,175,128,12
2025-03-02,22,Sunday,image,Lifestyle,Profile,0,105,3,7,14,3681,370,132,14
2024-12-26,8,Thursday,carousel,Music,Profile,0,183,4,8,33,8433,803,105,5
2024-12-22,20,Sunday,carousel,Lifestyle,Explore,0,190,5,6,35,7834,617,116,5
2025-01-18,17,Saturday,image,Photography,Hashtags,0,489,15,15,95,13562,119,134,5
2025-03-22,19,Saturday,carousel,Music,Reels Feed,0,649,19,38,95,9845,262,119,7
2025-03-23,20,Sunday,image,Lifestyle,Hashtags,1,41,2,1,5,2022,531,123,4
2025-10-03,12,Friday,image,Music,Hashtags,0,209,0,7,31,10943,505,121,9
2025-10-31,0,Friday,image,Music,External,0,280,9,15,53,15987,378,122,12
2025-06-05,1,Thursday,carousel,Fitness,External,0,220,8,9,42,4382,256,144,7
2025-03-18,7,Tuesday,carousel,Food,External,1,151,7,4,21,5158,54,115,4
2025-11-03,1,Monday,image,Food,Reels Feed,0,55,0,2,10,5801,112,126,10
2025-06-12,11,Thursday,image,Fitness,Explore,1,174,6,11,21,3949,644,128,4
2025-01-01,23,Wednesday,image,Comedy,External,0,436,9,19,74,8044,127,122,8
2024-11-25,0,Monday,reel,Travel,External,0,131,7,4,17,4351,59,119,9
2025-07-06,8,Sunday,carousel,Comedy,External,0,72,0,3,0,1735,790,119,12
2025-08-11,5,Monday,reel,Fashion,Reels Feed,0,345,8,19,45,9886,45,120,9
2025-07-03,17,Thursday,reel,Fashion,Home Feed,0,515,19,25,72,9771,84,124,4
2025-10-03,0,Friday,carousel,Music,Home Feed,0,101,2,5,17,3618,1,112,13
2025-07-13,5,Sunday,image,Lifestyle,Profile,0,54,2,4,3,2044,117,115,8
